F1,F2,F3,F4,F5,X,Y,Z,C1,C2,cl
876,338,309,825,788,216,193,95,1,1,he
662,321,711,885,587,22,86,53,0,1,h
863,579,887,574,737,28,137,84,0,0,four
446,353,756,456,426,122,93,100,1,1,no
369,674,359,704,637,145,112,38,0,1,hello
707,478,526,837,825,219,64,169,0,1,half
415,780,791,795,433,138,221,201,0,1,two
606,719,533,470,747,202,77,128,1,0,g
633,704,875,728,820,167,52,159,0,1,f
626,407,786,839,671,114,66,212,0,0,home
361,792,808,490,322,79,80,124,1,1,a
406,384,798,458,398,127,65,108,1,1,no
855,472,846,437,585,66,175,166,1,0,hate
399,861,495,541,451,88,109,134,0,1,hours
898,537,823,565,734,34,137,93,0,0,four
553,579,770,571,829,58,221,41,0,0,which
489,828,758,845,642,157,192,36,1,0,their
435,351,796,461,371,126,61,121,1,1,no
777,834,434,564,459,72,66,156,0,1,five
887,824,624,422,399,182,179,79,0,1,have
741,861,466,751,421,174,36,133,0,1,yes
419,607,825,391,604,212,185,176,0,0,x
930,597,651,793,475,213,21,213,1,1,j
356,490,544,800,553,83,221,207,0,0,hair
651,823,478,752,410,181,29,152,0,1,yes
775,584,757,722,758,189,194,173,1,1,z
708,708,453,503,424,19,16,175,0,1,house
500,470,895,853,416,48,79,187,0,1,k
423,423,383,428,446,26,35,26,1,0,e
880,422,636,602,606,189,22,239,1,0,m
511,529,890,856,457,59,87,230,0,1,k
583,548,543,396,440,188,112,178,0,0,six
503,412,730,555,878,134,170,188,1,0,apple
854,494,872,421,645,43,195,158,1,0,hate
592,902,542,659,366,109,14,134,1,0,opposite
407,354,776,503,370,148,68,111,1,1,no
354,837,346,448,820,193,36,164,1,0,ten
403,672,354,736,583,112,112,52,0,1,hello
567,661,662,491,839,53,209,49,0,0,seven
465,595,483,769,438,188,198,46,1,1,thirty
610,371,581,583,863,54,104,38,1,0,eight
633,715,884,717,835,164,63,158,0,1,f
858,496,859,451,637,53,199,167,1,0,hate
886,415,635,555,663,183,38,236,1,0,m
526,411,741,525,878,132,171,211,1,0,apple
936,566,603,805,486,199,30,215,1,1,j
523,887,422,704,689,145,42,79,0,1,one
381,550,811,584,491,70,181,144,1,0,fifty
550,788,440,603,629,187,152,147,1,1,s
584,425,612,417,513,57,53,211,0,1,hungry
540,579,462,657,859,22,94,32,0,0,w
742,856,449,554,478,64,82,162,0,1,five
485,802,430,585,600,182,122,172,1,1,s
447,668,525,349,617,138,23,188,0,0,your
417,333,442,358,705,91,138,195,0,0,outside
464,886,826,897,387,84,137,197,0,0,twenty
643,440,441,551,600,134,92,207,0,1,why
474,369,438,352,711,96,132,223,0,0,outside
397,609,461,724,402,197,204,19,0,1,thirty
534,857,425,738,688,176,38,76,0,1,one
780,412,779,371,519,138,205,77,1,0,year
661,377,541,584,874,53,10,34,1,0,other
708,436,693,653,432,221,54,145,0,0,or
889,407,465,404,877,36,167,139,1,0,heavy
386,475,786,555,652,185,87,182,1,1,d
606,598,618,394,457,199,185,218,1,0,hour
906,490,778,720,921,22,76,142,0,1,p
851,511,758,729,873,32,77,162,0,1,p
871,428,497,422,843,53,151,121,1,0,heavy
673,804,628,702,853,217,108,60,0,1,thank
828,406,601,685,527,59,212,110,0,0,you
433,537,546,429,926,191,204,28,0,0,n
377,475,508,777,549,98,191,234,0,0,hair
676,743,458,788,852,124,185,140,0,1,happy
607,407,634,631,868,77,97,51,0,0,eight
576,361,604,591,866,79,98,62,1,0,eight
589,617,635,400,476,200,204,186,0,1,hour
340,563,637,381,844,220,204,177,0,1,when
878,826,618,417,394,195,209,93,0,1,have
413,870,514,559,445,97,127,147,0,1,hours
360,475,770,590,644,170,91,200,1,1,d
759,892,529,784,436,63,138,208,1,0,take
760,373,345,840,799,87,180,167,0,1,nine
744,794,447,682,478,116,164,201,1,1,once
649,704,425,438,454,47,7,139,0,1,house
788,818,470,670,459,132,169,229,1,1,once
608,562,505,657,412,24,189,50,0,1,time
737,360,622,923,571,53,76,37,0,1,h
586,843,381,694,695,164,15,80,0,1,one
526,455,748,536,866,120,167,200,1,0,apple
856,624,876,608,705,50,155,89,0,0,four
479,369,803,573,847,21,51,139,0,1,eat
816,578,803,610,716,23,132,91,0,0,four
723,874,467,735,358,185,19,134,0,1,yes
871,565,836,586,723,15,143,90,0,0,four
700,369,660,900,604,30,95,65,0,1,h
882,434,656,582,592,205,35,253,1,0,m
406,442,365,363,491,42,43,35,0,0,e
910,438,455,419,842,25,134,138,1,0,heavy
356,810,772,526,371,66,78,128,1,1,a
365,905,353,400,800,198,77,137,1,0,ten
539,746,432,560,596,173,146,135,1,1,s
371,460,520,753,566,131,226,210,0,0,hair
782,383,336,862,770,108,198,196,0,1,nine
520,779,459,578,607,189,139,160,1,1,s
492,619,421,371,484,67,206,173,1,0,her
526,511,749,521,874,110,183,228,1,0,apple
651,412,846,869,643,99,59,203,0,0,home
607,386,584,593,865,80,116,62,1,0,eight
653,552,618,821,655,31,220,116,0,1,o
577,692,868,745,889,173,76,184,1,1,f
333,661,907,579,382,215,210,46,1,1,old
780,853,470,559,455,69,65,161,0,1,five
506,616,431,358,486,67,182,176,1,0,her
373,844,803,478,342,75,89,114,1,1,a
672,746,447,840,831,142,202,155,0,1,happy
488,376,431,356,740,82,123,232,0,0,outside
459,659,527,388,649,141,27,192,0,1,your
500,562,476,353,432,197,233,59,0,1,them
771,587,725,744,786,184,205,200,1,1,z
446,862,848,907,383,72,140,210,0,0,twenty
523,464,780,468,891,141,177,215,1,0,apple
747,877,445,460,743,84,187,85,0,0,i
582,523,492,435,479,195,126,197,0,0,six
694,409,582,611,834,42,9,20,1,0,other
650,599,723,402,702,129,237,47,1,0,t
822,861,429,558,424,46,61,182,0,1,five
875,831,652,449,351,173,174,121,0,1,have
885,517,867,436,661,64,185,180,1,0,hate
645,864,804,466,456,44,44,196,0,0,has
784,858,546,748,414,76,154,230,1,0,take
594,466,473,571,497,61,173,111,0,0,yesterday
369,462,470,753,554,71,201,231,0,0,hair
607,917,552,652,373,122,25,132,1,0,opposite
488,877,829,899,375,94,127,197,0,0,twenty
420,762,795,788,447,159,215,202,0,1,two
479,920,812,845,411,104,126,208,0,0,twenty
412,389,816,446,371,118,59,98,1,1,no
381,575,537,476,889,174,211,19,0,0,n
513,641,675,453,867,30,209,46,0,0,seven
793,354,375,854,766,87,209,184,0,1,nine
792,875,554,790,453,81,167,206,0,0,take
775,858,543,786,472,62,132,219,0,0,take
614,543,497,604,826,68,65,98,0,1,hands
788,414,373,864,713,94,213,180,0,1,nine
621,426,608,600,842,59,98,60,1,0,eight
796,855,689,387,723,154,78,109,1,0,r
786,840,388,522,451,62,65,173,0,1,five
367,755,798,465,437,111,201,62,1,1,hand
332,802,834,480,382,74,93,132,1,1,a
694,850,446,443,778,59,189,66,0,0,i
772,571,706,862,815,232,191,159,1,0,food
649,732,473,813,854,132,175,159,0,1,happy
782,903,699,345,698,193,73,133,1,0,r
897,508,716,725,870,44,106,168,0,1,p
650,365,556,616,849,83,36,44,1,0,other
372,542,634,371,847,238,230,146,0,1,when
705,396,627,849,594,51,83,62,0,1,h
415,565,817,409,607,217,220,170,1,0,x
406,440,380,383,501,19,39,34,0,0,e
374,468,516,724,558,94,206,216,0,0,hair
671,827,596,510,599,125,49,76,1,0,q
461,596,461,752,396,199,194,40,1,1,thirty
598,616,774,387,577,128,85,79,1,0,what
796,543,531,686,831,85,49,39,0,0,c
488,583,674,481,790,49,195,56,1,0,seven
350,646,885,549,386,205,220,62,1,1,old
565,797,372,725,743,181,32,86,0,1,one
628,857,613,576,596,113,50,62,1,0,q
479,798,761,861,602,165,191,2,1,0,their
393,730,799,754,422,171,219,176,0,1,two
825,823,377,400,359,133,118,93,0,0,of
760,448,643,672,515,56,223,99,0,0,you
811,872,630,606,839,236,105,203,1,1,years
872,343,529,779,516,134,72,213,1,0,how
366,810,840,461,403,53,81,127,1,1,a
717,547,732,545,363,59,93,52,1,0,hat
857,374,518,720,453,147,49,209,1,0,how
760,372,387,850,723,92,189,189,0,1,nine
770,798,376,423,384,100,92,91,0,0,of
347,831,350,409,793,212,41,133,1,0,ten
522,765,469,547,592,202,152,183,1,1,s
777,878,700,388,705,194,79,120,1,0,r
610,469,633,433,525,57,35,205,0,1,hungry
401,781,817,813,517,154,226,194,0,1,two
774,854,625,574,828,225,82,210,1,1,years
563,586,423,703,894,6,78,46,0,0,w
539,824,387,725,689,150,27,89,0,1,one
399,756,773,793,448,158,223,164,0,1,two
895,795,647,415,396,172,168,82,0,1,have
774,588,698,758,731,173,233,188,1,0,z
444,577,459,762,431,183,160,24,1,1,thirty
635,677,439,853,853,133,178,123,0,1,happy
663,771,676,491,825,40,163,41,1,0,drink
532,625,477,691,885,31,89,19,1,0,w
356,446,565,736,558,101,216,214,0,0,hair
670,734,748,525,810,51,145,24,1,0,drink
417,682,814,411,441,110,219,49,1,1,hand
910,779,621,460,376,183,202,90,0,1,have
692,478,412,882,445,125,77,68,0,1,y
572,693,800,716,864,174,46,176,0,1,f
605,602,527,606,822,103,71,101,0,1,hands
631,844,476,789,815,101,207,49,1,1,b
828,598,792,728,769,182,201,200,1,1,z
514,591,773,558,782,65,227,38,0,0,which
823,356,343,842,829,232,194,72,1,0,he
596,658,870,708,873,164,71,142,1,1,f
331,849,374,487,814,206,49,167,1,0,ten
511,788,363,581,587,190,160,150,1,1,s
771,764,714,497,844,192,29,193,0,1,v
636,783,694,547,869,35,168,5,1,1,drink
424,682,392,736,606,157,144,39,0,1,hello
561,577,605,416,446,191,195,201,0,0,hour
859,369,343,789,783,233,164,84,1,0,he
653,387,560,601,836,53,19,56,1,0,other
540,613,730,525,825,64,234,23,0,0,which
846,572,849,609,750,41,146,96,0,0,four
509,611,673,471,837,52,199,49,0,0,seven
811,433,656,678,533,89,211,98,0,0,you
455,876,800,878,602,159,186,59,1,0,their
795,846,422,416,406,108,108,94,0,0,of
627,603,555,585,843,96,95,82,0,1,hands
503,480,884,837,463,53,84,198,0,1,k
664,699,458,486,454,22,26,176,0,1,house
663,749,499,817,868,117,181,162,0,1,happy
612,575,505,572,841,82,75,91,1,0,hands
833,388,701,383,499,133,217,85,0,0,year
692,820,466,871,844,92,191,48,1,1,b
524,554,492,392,469,215,229,31,1,1,them
664,521,581,814,691,26,185,99,0,0,o
717,479,669,713,468,195,58,183,0,0,or
368,873,800,487,418,39,75,137,1,1,a
421,616,497,402,903,187,234,54,0,0,n
630,611,783,386,593,136,107,63,1,0,what
696,815,643,749,834,216,95,60,0,1,thank
917,439,667,611,654,177,28,216,1,0,m
411,467,529,774,541,97,230,220,0,0,hair
769,790,418,446,390,130,84,108,0,0,of
504,484,880,845,467,60,99,196,1,1,k
656,802,592,517,630,151,70,70,1,0,q
683,712,637,739,859,216,68,56,0,1,thank
789,788,412,377,424,135,81,119,0,0,of
344,480,659,370,848,246,214,173,0,1,when
667,732,470,810,829,122,203,137,0,1,happy
381,437,356,390,520,48,67,20,1,0,e
535,845,484,887,426,206,153,48,1,0,head
537,597,766,544,811,71,222,54,0,0,which
633,557,557,852,388,36,77,29,1,1,age
577,607,433,689,876,27,120,14,0,0,w
489,331,491,391,724,105,129,232,0,0,outside
534,733,565,592,566,175,44,136,1,0,where
650,472,418,909,435,111,106,67,0,1,y
660,582,695,399,731,183,231,76,1,0,t
430,838,415,515,867,81,162,115,0,0,three
371,518,667,370,830,244,210,184,1,1,when
392,607,786,410,595,219,210,168,1,0,x
765,560,728,837,842,222,184,125,1,0,food
624,733,861,735,873,168,75,162,0,1,f
790,377,745,433,505,126,212,86,1,0,year
456,666,423,382,497,59,205,202,1,0,her
565,877,542,640,359,98,54,143,1,0,opposite
524,629,679,411,399,118,98,120,1,0,u
504,375,799,562,736,27,35,137,0,1,eat
461,694,506,369,665,157,40,176,0,1,your
505,416,781,624,772,42,48,134,0,1,eat
573,435,498,562,487,62,173,75,0,0,yesterday
611,621,525,634,364,24,200,47,0,1,time
649,397,428,502,573,142,62,224,0,1,why
668,747,467,812,871,122,200,144,0,1,happy
408,637,557,659,501,42,64,116,0,0,l
587,642,527,653,430,49,198,74,0,1,time
369,605,831,572,521,82,173,166,0,0,fifty
688,659,489,448,438,5,15,190,0,1,house
884,497,771,748,862,26,82,151,0,1,p
468,499,860,664,909,11,190,84,0,1,him
560,684,423,684,900,13,107,25,0,0,w
614,712,886,711,856,163,57,151,0,1,f
466,380,422,378,726,105,137,205,0,0,outside
728,376,660,845,547,33,96,42,0,1,h
367,411,395,385,434,51,59,29,1,0,e
896,395,639,586,639,198,30,235,1,0,m
690,371,671,895,585,37,76,55,0,1,h
832,898,728,400,668,173,81,129,1,0,r
877,403,473,416,919,42,151,106,0,0,heavy
651,428,441,485,568,130,85,225,0,1,why
827,589,889,604,721,31,125,93,0,0,four
628,717,530,466,702,199,42,104,1,0,g
681,820,617,560,609,133,48,67,1,0,q
486,508,797,692,880,19,193,118,0,1,him
717,711,437,469,489,23,28,190,0,1,house
664,414,473,554,578,126,66,216,0,1,why
681,829,414,868,835,107,207,51,0,1,b
581,578,546,622,351,15,181,60,0,1,time
525,451,708,550,850,110,183,211,1,0,apple
617,557,524,659,832,100,95,81,0,1,hands
887,444,490,365,813,78,133,142,1,0,heavy
765,396,362,864,805,97,213,180,0,1,nine
508,497,877,834,405,68,86,170,0,0,k
436,343,436,407,729,85,114,222,0,0,outside
868,457,834,401,657,78,190,169,1,0,hate
706,433,533,920,786,215,47,158,0,1,half
773,597,767,770,725,205,198,195,1,0,z
671,728,659,706,891,172,76,67,0,1,thank
392,431,819,457,394,128,58,102,1,1,no
595,504,501,421,456,215,123,182,0,0,six
763,551,765,842,835,228,198,123,1,0,food
624,908,575,701,371,110,29,137,1,0,opposite
391,686,775,384,441,102,187,63,1,1,hand
618,765,482,511,712,200,67,129,1,0,g
350,490,640,396,845,255,240,172,1,1,when
663,695,493,870,831,143,183,138,0,1,happy
673,767,505,882,902,121,185,139,0,1,happy
748,828,479,597,418,73,66,167,0,1,five
669,299,624,857,561,36,56,65,0,1,h
548,441,507,517,470,64,212,105,0,0,yesterday
485,537,474,386,455,230,243,16,1,1,them
400,614,555,469,901,209,207,47,0,0,n
390,429,776,567,645,200,94,180,1,1,d
532,827,425,729,723,154,32,86,0,1,one
557,620,607,421,523,191,200,191,0,0,hour
645,535,570,840,651,32,195,79,0,0,o
346,628,855,592,374,182,226,72,1,1,old
645,573,535,595,790,83,83,96,0,1,hands
732,859,414,640,443,116,168,218,1,1,once
540,622,422,669,893,17,92,13,0,0,w
464,876,833,852,644,148,192,29,1,0,their
893,607,810,624,716,33,137,100,0,0,four
567,544,472,416,439,207,127,187,0,0,six
649,405,897,897,658,115,84,222,0,0,home
658,824,638,602,660,139,58,50,1,0,q
429,549,455,760,423,174,186,48,1,1,thirty
932,429,476,412,876,47,165,124,1,0,heavy
680,865,552,756,367,158,18,148,1,1,yes
719,428,530,888,793,223,70,171,0,1,half
777,337,354,844,738,124,187,167,0,1,nine
555,600,526,621,787,88,105,103,0,1,hands
448,504,804,681,847,33,204,75,0,1,him
491,465,882,876,400,77,107,171,0,1,k
719,568,726,769,796,188,225,207,1,0,z
657,734,643,715,839,204,56,59,0,1,thank
694,524,567,784,679,60,203,92,0,1,o
858,358,530,770,562,136,56,216,1,0,how
443,613,811,424,587,187,200,187,1,0,x
363,443,549,731,563,92,231,212,1,0,hair
407,673,662,672,486,58,47,134,0,0,l
867,606,802,627,711,30,145,102,0,0,four
797,881,455,661,432,118,181,206,1,1,once
635,548,493,590,870,116,60,87,0,1,hands
380,858,499,575,433,69,127,136,0,1,hours
594,905,535,649,356,110,50,150,1,0,opposite
791,859,613,556,817,239,110,226,1,1,years
772,853,480,586,358,65,92,198,0,1,five
413,543,801,589,506,101,166,152,1,0,fifty
595,593,690,388,695,171,229,61,1,0,t
411,391,803,462,382,126,41,119,1,1,no
800,363,538,785,547,148,56,195,1,0,how
660,835,479,839,857,100,201,46,1,1,b
658,742,604,688,878,236,79,78,0,1,thank
653,627,514,791,401,37,77,17,1,1,age
352,887,355,422,817,215,41,154,1,0,ten
601,619,657,405,650,170,233,77,1,0,t
867,320,372,866,882,231,178,86,1,0,he
454,817,409,536,864,104,152,120,0,0,three
699,757,479,839,924,121,199,137,0,1,happy
449,373,473,376,766,89,138,209,0,0,outside
522,800,476,576,632,192,131,168,1,1,s
341,655,647,680,463,57,33,142,0,0,l
660,456,361,891,446,118,88,63,0,1,y
674,822,436,832,853,75,171,49,1,1,b
642,727,475,832,815,123,204,112,0,1,happy
390,730,814,417,480,95,196,65,1,1,hand
414,569,836,600,515,108,153,160,1,0,fifty
814,855,693,367,621,161,70,139,1,0,r
522,607,802,586,809,50,228,38,0,0,which
566,589,565,634,411,55,196,41,0,1,time
508,673,503,616,570,177,36,146,1,0,where
516,609,640,518,789,54,198,41,0,0,seven
357,457,761,561,613,186,84,170,1,1,d
580,568,570,615,841,87,83,77,0,1,hands
399,427,364,361,444,49,46,19,1,0,e
709,679,422,448,436,6,16,170,0,1,house
604,634,578,398,469,192,205,200,0,0,hour
618,412,819,828,650,116,69,217,0,0,home
419,590,484,454,890,196,232,27,0,0,n
366,685,655,700,460,43,65,140,0,0,l
655,561,577,815,679,40,218,109,0,1,o
378,507,642,371,868,230,226,164,0,1,when
772,861,528,746,438,58,153,219,0,0,take
431,466,789,530,663,137,192,183,0,1,water
680,436,503,884,838,218,42,179,0,1,half
540,617,406,713,869,27,101,48,0,0,w
661,400,560,603,819,64,8,64,1,0,other
540,502,522,558,489,36,192,90,0,0,yesterday
863,411,473,402,841,54,168,117,1,0,heavy
495,840,788,858,644,145,193,21,1,0,their
745,439,706,670,435,207,65,136,0,0,or
608,607,659,414,752,167,216,67,1,0,t
937,758,625,456,372,168,198,92,0,1,have
628,482,472,926,383,88,77,74,1,1,y
683,713,481,852,829,122,196,118,0,1,happy
716,439,733,721,476,195,60,149,0,0,or
707,454,689,671,438,216,82,138,0,0,or
652,785,620,744,859,179,76,62,0,1,thank
609,733,496,458,717,200,79,101,1,0,g
583,679,845,755,888,163,77,168,0,1,f
646,385,607,585,870,71,49,34,1,0,other
435,501,814,665,825,36,186,107,0,1,him
583,608,520,606,812,96,73,111,0,1,hands
905,573,861,634,777,29,147,118,0,0,four
917,378,465,415,844,39,137,130,1,0,heavy
743,840,462,450,759,63,183,80,0,0,i
481,531,777,644,846,12,169,112,0,1,him
803,518,704,878,837,230,173,134,1,0,food
370,851,355,394,852,212,47,141,1,0,ten
615,567,590,850,676,38,194,108,0,1,o
585,594,550,444,511,195,208,212,0,0,hour
593,444,584,414,508,51,29,201,0,0,hungry
356,464,782,582,611,177,87,192,1,1,d
423,628,809,410,562,208,196,135,1,0,x
451,321,452,377,734,102,123,224,0,0,outside
584,394,613,457,538,43,45,209,0,1,hungry
685,330,655,896,583,34,92,65,1,1,h
727,784,737,534,819,205,24,202,0,1,v
915,571,630,795,467,216,17,215,0,1,j
688,384,448,506,636,122,89,222,0,1,why
459,838,758,857,649,146,173,19,1,0,their
582,570,626,455,479,175,209,196,0,1,hour
737,774,771,515,829,193,31,195,0,1,v
756,844,370,413,396,130,100,104,0,0,of
767,809,401,404,419,123,81,99,0,0,of
582,731,854,727,848,168,70,153,0,1,f
502,915,822,900,391,64,127,177,0,0,twenty
376,698,370,783,569,126,134,32,0,1,hello
857,874,622,594,811,227,110,212,1,1,years
785,837,702,357,687,164,58,123,0,0,r
351,641,893,548,377,231,221,49,0,0,old
762,839,407,653,470,127,157,200,1,1,once
459,331,462,419,720,82,146,218,0,0,outside
383,862,780,488,341,46,96,131,1,1,a
531,487,814,820,413,66,95,195,0,1,k
823,439,647,707,538,86,231,97,1,0,you
351,514,851,535,592,173,89,212,1,1,d
439,351,463,401,721,96,153,209,1,0,outside
566,445,734,512,880,109,169,207,1,0,apple
631,827,574,557,632,146,61,67,1,0,q
820,463,881,426,572,37,191,147,1,0,hate
463,803,420,493,920,89,179,110,0,0,three
908,794,634,436,371,184,198,97,1,1,have
886,479,754,771,855,23,96,152,0,1,p
501,417,762,549,758,25,33,148,0,1,eat
442,900,842,884,394,82,120,206,0,0,twenty
443,874,797,890,322,61,138,219,0,0,twenty
583,865,509,896,504,226,181,56,1,0,head
534,593,626,496,853,55,211,40,0,0,seven
754,885,678,344,665,180,86,141,1,0,r
528,547,466,341,458,218,221,46,1,1,them
903,406,491,420,883,63,126,153,1,0,heavy
800,895,662,378,675,172,79,125,1,0,r
543,645,437,711,870,0,104,38,0,0,w
493,672,559,593,583,155,18,159,1,1,where
780,555,758,757,773,196,213,224,0,1,z
582,450,624,400,487,50,47,219,0,1,hungry
785,876,715,401,714,154,77,145,1,0,r
448,486,715,538,693,156,200,198,0,1,water
443,603,519,425,935,204,217,40,0,0,n
684,719,443,832,850,140,187,156,1,1,happy
352,880,365,415,831,217,73,158,0,0,ten
704,726,464,393,454,44,26,178,0,1,house
388,800,802,527,319,78,105,128,1,1,a
427,592,497,743,388,201,205,58,1,1,thirty
710,530,761,529,385,77,84,60,1,0,hat
604,560,720,414,664,142,215,83,1,0,t
508,598,693,529,845,53,227,29,0,0,seven
463,833,824,891,608,139,192,27,1,0,their
389,677,622,682,452,41,69,129,0,0,l
696,356,672,878,562,41,66,65,0,1,h
456,538,833,678,851,23,192,91,0,1,him
695,686,435,480,453,22,44,175,0,1,house
874,518,685,751,859,34,74,152,0,1,p
576,881,427,871,493,189,153,55,1,0,head
792,416,646,691,544,82,217,132,0,0,you
624,822,655,535,598,109,69,56,1,0,q
736,410,698,686,452,204,60,137,0,0,or
879,829,640,448,395,161,201,96,0,1,have
351,635,840,546,403,188,209,41,1,1,old
808,867,396,425,418,125,88,115,0,0,of
901,415,454,415,869,32,162,135,1,0,heavy
504,553,479,356,459,215,238,54,0,1,them
601,452,600,420,526,40,27,204,0,1,hungry
448,623,759,423,616,201,201,183,1,0,x
710,432,655,658,422,204,81,146,0,0,or
659,723,428,493,449,17,31,190,0,1,house
916,575,643,783,450,195,18,204,1,1,j
685,374,660,916,560,39,49,43,0,1,h
826,915,549,747,419,46,145,230,0,0,take
610,631,598,407,492,185,184,236,0,0,hour
673,645,547,822,401,43,71,29,1,1,age
656,839,574,557,642,136,55,66,1,0,q
469,482,783,529,698,139,208,186,0,0,water
717,483,529,837,808,241,80,174,0,1,half
512,566,807,519,788,53,242,60,0,0,which
664,824,686,501,844,21,175,33,0,0,drink
445,611,536,382,851,186,215,25,0,0,n
341,834,797,461,347,53,95,144,1,1,a
345,847,840,491,365,65,102,131,1,1,a
912,605,549,791,473,201,9,203,1,1,j
646,385,542,595,883,70,30,43,1,0,other
747,493,698,833,816,202,187,132,1,0,food
681,408,507,839,763,244,64,171,0,1,half
603,544,488,403,468,199,117,177,0,0,six
559,598,420,677,903,1,80,21,0,0,w
469,487,783,506,647,160,192,169,0,1,water
843,396,490,412,834,42,160,137,1,0,heavy
768,571,751,737,774,197,222,201,1,1,z
361,725,325,713,590,135,136,29,0,1,hello
401,378,785,432,431,120,60,106,1,1,no
388,918,486,547,431,88,116,99,0,1,hours
580,882,463,907,518,191,180,56,1,0,head
765,400,722,364,503,124,215,102,1,0,year
403,872,473,549,428,90,117,139,0,1,hours
667,535,521,819,391,38,82,64,1,1,age
638,346,588,619,871,55,32,71,1,0,other
414,341,441,386,726,108,153,217,0,0,outside
385,456,502,775,565,118,210,219,0,0,hair
635,416,650,878,513,35,100,39,0,1,h
660,838,437,882,824,115,178,49,1,1,b
609,559,484,380,388,211,97,197,0,0,six
503,749,562,619,506,165,26,139,1,0,where
744,876,415,471,778,40,174,75,0,0,i
484,471,778,485,725,108,227,190,0,1,water
760,429,613,727,510,74,238,95,0,0,you
644,592,815,356,605,125,70,85,1,0,what
652,449,395,886,455,89,87,70,0,1,y
506,709,506,592,568,145,30,141,1,0,where
576,596,557,445,498,198,210,223,0,0,hour
692,826,599,577,616,131,47,52,1,0,q
442,781,753,800,634,62,141,80,0,1,sixty
849,511,567,699,819,74,57,59,0,0,c
763,368,745,395,498,124,235,66,1,0,year
370,644,625,645,466,48,52,138,0,0,l
354,621,841,586,352,219,233,31,1,1,old
859,789,670,458,375,185,204,92,0,1,have
669,836,577,564,600,125,65,50,1,0,q
398,433,817,541,604,193,105,183,1,1,d
681,535,759,523,312,82,102,61,1,1,hat
400,433,808,543,630,166,95,185,1,1,d
726,721,743,536,864,205,29,200,0,1,v
735,347,658,918,593,46,84,64,0,1,h
783,401,756,385,484,114,229,102,1,0,year
608,429,607,421,499,74,54,201,0,1,hungry
525,694,449,689,878,44,101,43,0,0,w
732,728,732,515,832,195,39,208,0,1,v
813,570,699,803,802,219,163,135,1,0,food
323,666,356,703,555,146,105,34,0,1,hello
776,552,761,739,770,171,202,201,1,1,z
386,875,401,425,783,216,50,161,1,1,ten
701,523,420,880,431,94,92,72,0,0,y
579,873,491,885,511,188,151,60,1,0,head
592,877,536,651,434,84,29,148,1,0,opposite
689,907,427,462,774,35,197,76,0,0,i
376,508,670,369,847,236,233,163,0,1,when
918,832,651,416,367,182,197,96,0,1,have
705,447,518,831,836,255,63,158,0,1,half
783,841,407,441,394,103,84,82,0,0,of
369,403,367,319,433,26,47,0,1,0,e
628,727,536,455,765,210,66,119,1,0,g
674,567,606,823,649,55,222,82,0,1,o
766,566,722,775,783,192,202,177,1,1,z
643,866,643,560,608,110,55,36,1,0,q
737,768,760,532,821,190,32,215,0,1,v
384,889,448,522,439,106,112,120,0,1,hours
408,728,808,796,458,165,226,213,0,1,two
632,771,735,507,866,42,165,54,1,0,drink
389,431,539,745,530,103,198,192,0,0,hair
587,544,720,433,702,187,248,75,1,0,t
574,434,610,420,482,59,39,200,1,1,hungry
676,777,678,506,823,25,152,28,0,0,drink
867,577,602,847,461,210,16,223,0,1,j
464,905,765,936,335,72,112,196,0,0,twenty
880,475,736,783,910,21,78,173,0,0,p
807,339,378,844,732,95,185,189,0,1,nine
613,606,479,613,419,37,187,46,0,1,time
632,816,596,540,597,117,54,66,1,0,q
414,754,740,780,464,164,214,188,0,1,two
734,769,702,518,829,211,28,214,0,1,v
415,679,630,682,472,56,62,127,0,0,l
568,836,473,891,493,208,161,78,1,0,head
389,662,354,733,576,142,119,38,0,1,hello
546,557,774,582,810,63,235,30,0,0,which
741,841,403,444,765,40,157,66,0,0,i
700,451,512,866,840,239,76,164,0,1,half
656,754,618,747,867,200,49,77,0,1,thank
514,571,787,557,751,46,232,28,0,1,which
620,346,837,896,644,109,94,225,0,0,home
486,404,783,584,756,32,43,153,0,1,eat
868,469,842,451,667,62,199,161,1,1,hate
641,386,554,578,882,61,37,40,1,0,other
428,764,779,797,474,180,212,205,0,1,two
877,377,512,769,503,133,43,171,1,0,how
656,756,548,465,718,215,86,124,1,0,g
658,787,454,831,854,149,186,127,0,1,happy
577,610,486,690,869,11,83,37,0,0,w
892,572,618,768,511,224,40,209,1,1,j
378,704,371,759,548,137,131,46,0,1,hello
736,475,500,865,816,245,52,180,0,1,half
550,568,487,401,418,223,217,60,1,1,them
564,462,489,536,439,25,191,89,0,0,yesterday
870,462,851,429,607,39,193,178,1,0,hate
468,400,789,582,798,44,32,145,0,1,eat
401,662,643,666,467,33,52,124,0,0,l
648,538,569,856,686,60,202,96,0,1,o
356,588,827,566,395,204,188,61,1,1,old
762,725,766,488,865,194,40,192,0,1,v
620,617,777,390,627,155,70,84,1,0,what
878,352,330,803,819,254,178,92,1,0,he
519,600,675,492,807,68,206,33,0,0,seven
476,614,482,783,410,209,180,36,1,1,thirty
442,769,761,829,642,84,128,72,0,1,sixty
420,674,447,410,619,174,28,200,0,1,your
799,359,710,391,527,127,211,89,1,0,year
900,811,628,442,361,194,173,112,0,1,have
612,882,476,892,496,189,177,70,1,0,head
425,445,726,491,711,140,195,187,0,0,water
